record_id,kind,name,code_location,default_or_example,meaning,units,conversion_or_equation,dimensional_status,numerical_certification,provenance,acceptance_note
X003,scaling,lumen_volume_scale,states amount coordinates,explicit state,converts local-lumen amounts to concentrations,pL,"c_l=n_l/V_l",EXACT,local geometry not measured,NEW_MODELING_DECISION,not whole gland lumen volume
X004,scaling,whole_gland_scale,not implemented,absent,conversion of single-cell/local-lumen pL s^-1 to gland uL min^-1,dimensionless cell/unit count plus 60000000 pL per uL-minute conversion,"Q_gland_uL_min=Q_local_pL_s*N*60/1e6",DIMENSIONALLY_KNOWN,biological scale factor uncertified,NEW_MODELING_DECISION,cannot claim absolute gland secretion without it
X005,time,historical_rhs_scale,ae4_mechanism_reconstruction.ChassisParameters,10000,legacy multiplier on an undocumented code-time RHS,uncertified code-coordinate factor,"rhs_historical=rhs_scale*raw_rhs",PROHIBITED_AS_PHYSICAL_TIME,no mapping to seconds or minutes,HISTORICAL_IMPLEMENTATION,never import or infer modern rate values from it
X006,time,historical_calcium_step_time,ae4_mechanism_reconstruction.historical_calcium_step,100 code units,legacy stimulus transition,uncertified code time,,PROHIBITED_AS_PHYSICAL_TIME,no map to 2-3 min,HISTORICAL_IMPLEMENTATION,do not relabel as seconds or minutes
X007,time,modern_seconds_axis,model.ModernFullModel,declared,physical time coordinate,s,"all RHS rate constants carry s^-1 or amount s^-1",DIMENSIONALLY_RESOLVED,physiological numerical calibration pending,NEW_MODELING_DECISION,seconds by construction is not evidence that default kinetics are correct
X008,thermodynamics,NaK_ATP_energy,membranes._pump_cycle_rate_fmol_s,not modeled,open ATP-dependent free-energy drive,energy per cycle or dimensionless affinity,,MISSING_OPEN_ENERGY_VARIABLE,acceptable only as ATP-replete irreversible closure,NEW_MODELING_DECISION,do not claim pump thermodynamic reversal or equilibrium
X009,testing,Task13_state_resolved_tests,tests/test_state_resolved_ae4_*.py,72/72 pass,reproduction of frozen Task 13 invariants,test outcomes,,PASS,run 2026-08-27,DERIVED_CONSTRAINT,does not certify physical time/current/area scale of inherited chassis
X010,testing,full_test_discovery,tests/,206 pass 4 fail 6 error,repository-wide test status,test outcomes,,PREEXISTING_MISSING_ARTIFACT_FAILURES,Task 11/12 artifact paths absent,HISTORICAL_IMPLEMENTATION,not a modern dimensional failure and not repaired under this task
B001,bound,calibration.na_i_mM,calibration._default_coordinate_bounds,4/20/60,intracellular sodium search lower/preferred/upper,mM,,DIMENSIONALLY_CERTIFIED,broad search domain,PUBLISHED_MODEL,not a measurement interval
B002,bound,calibration.k_i_mM,calibration._default_coordinate_bounds,60/120/210,intracellular potassium search lower/preferred/upper,mM,,DIMENSIONALLY_CERTIFIED,broad search domain,PUBLISHED_MODEL,not a measurement interval
B003,bound,calibration.tic_i_mM,calibration._default_coordinate_bounds,1/20/100,intracellular TIC search lower/preferred/upper,mM,,DIMENSIONALLY_CERTIFIED,unmeasured domain,NEW_MODELING_DECISION,
B004,bound,calibration.ph_i,calibration._default_coordinate_bounds,6.2/6.91/8.0,intracellular pH search lower/preferred/upper,dimensionless p-scale,,DIMENSIONALLY_CERTIFIED,preferred/WT gate source-linked but search limits broad,PRIMARY_MEASUREMENT,not a concentration unit
B005,bound,calibration.volume_i_pL,calibration._default_coordinate_bounds,0.5/1.3/3.0,cell volume search lower/preferred/upper,pL,,DIMENSIONALLY_CERTIFIED,historical-lineage domain,PUBLISHED_MODEL,not primary uncertainty
B006,bound,calibration.na_l_mM,calibration._default_coordinate_bounds,20/125/280,lumen sodium search lower/preferred/upper,mM,,DIMENSIONALLY_CERTIFIED,unmeasured domain,NEW_MODELING_DECISION,
B007,bound,calibration.k_l_mM,calibration._default_coordinate_bounds,0.05/5/60,lumen potassium search lower/preferred/upper,mM,,DIMENSIONALLY_CERTIFIED,unmeasured domain,NEW_MODELING_DECISION,
B008,bound,calibration.tic_l_mM,calibration._default_coordinate_bounds,0.2/25/100,lumen TIC search lower/preferred/upper,mM,,DIMENSIONALLY_CERTIFIED,unmeasured domain,NEW_MODELING_DECISION,
B009,bound,calibration.ph_l,calibration._default_coordinate_bounds,5/7.4/9,lumen pH search lower/preferred/upper,dimensionless p-scale,,DIMENSIONALLY_CERTIFIED,unmeasured domain,NEW_MODELING_DECISION,
B010,bound,calibration.volume_l_pL,calibration._default_coordinate_bounds,0.02/0.10/0.80,lumen volume search lower/preferred/upper,pL,,DIMENSIONALLY_CERTIFIED,unmeasured local geometry,NEW_MODELING_DECISION,
B011,bound,calibration.ae4_carrier_amount_fmol_at_unit_rate_gauge,calibration._default_parameter_bounds,1e-4/5e-2/5e-1,AE4 carrier amount at declared unit-rate gauge,fmol carrier,"observable lump is carrier_fmol*attempt_s^-1",DIMENSIONALLY_CERTIFIED,carrier amount not separately identified,NEW_MODELING_DECISION,attempt rates fixed at 1 s^-1 gauge; never interpret fitted value as measured copy number
B012,bound,calibration.nhe1_capacity_fmol_s,calibration._default_parameter_bounds,1e-6/5e-3/2e-1,NHE1 capacity search lower/preferred/upper,fmol cycles s^-1,,DIMENSIONALLY_CERTIFIED,WT-only nuisance domain,NEW_MODELING_DECISION,
B013,bound,calibration.common_membrane_conductance_scale,calibration._default_parameter_bounds,1/15/200,common Cl/K conductance scale,dimensionless multiplier,,DIMENSIONALLY_CERTIFIED,WT-only nuisance domain,NEW_MODELING_DECISION,
B014,bound,calibration.cell_impermeant_osmoles_fmol,calibration._default_parameter_bounds,20/110/300,OTHER impermeant-particle search lower/preferred/upper excluding buffer,fmol osmoles,,DIMENSIONALLY_CERTIFIED,WT-only volume-closure nuisance,NEW_MODELING_DECISION,finite buffer is added separately
Q001,numerical_scale,independent_rhs_scale.na_i,calibration.WTCalibrationSpec,0.05,Na_i RHS residual scale,fmol Na s^-1,"rhs/scale",DIMENSIONALLY_CERTIFIED,numerical conditioning only,NEW_MODELING_DECISION,not a physical relaxation rate
Q002,numerical_scale,independent_rhs_scale.k_i,calibration.WTCalibrationSpec,0.05,K_i RHS residual scale,fmol K s^-1,"rhs/scale",DIMENSIONALLY_CERTIFIED,numerical conditioning only,NEW_MODELING_DECISION,not a physical relaxation rate
Q003,numerical_scale,independent_rhs_scale.cl_i,calibration.WTCalibrationSpec,0.05,Cl_i RHS residual scale,fmol Cl s^-1,"rhs/scale",DIMENSIONALLY_CERTIFIED,numerical conditioning only,NEW_MODELING_DECISION,not a physical relaxation rate
Q004,numerical_scale,independent_rhs_scale.tic_i,calibration.WTCalibrationSpec,0.02,TIC_i RHS residual scale,fmol carbon s^-1,"rhs/scale",DIMENSIONALLY_CERTIFIED,numerical conditioning only,NEW_MODELING_DECISION,not a physical relaxation rate
Q005,numerical_scale,independent_rhs_scale.volume_i,calibration.WTCalibrationSpec,1e-4,cell-volume RHS residual scale,pL s^-1,"rhs/scale",DIMENSIONALLY_CERTIFIED,numerical conditioning only,NEW_MODELING_DECISION,not a hydraulic estimate
Q006,numerical_scale,independent_rhs_scale.na_l,calibration.WTCalibrationSpec,0.02,Na_l RHS residual scale,fmol Na s^-1,"rhs/scale",DIMENSIONALLY_CERTIFIED,numerical conditioning only,NEW_MODELING_DECISION,
Q007,numerical_scale,independent_rhs_scale.k_l,calibration.WTCalibrationSpec,0.02,K_l RHS residual scale,fmol K s^-1,"rhs/scale",DIMENSIONALLY_CERTIFIED,numerical conditioning only,NEW_MODELING_DECISION,
Q008,numerical_scale,independent_rhs_scale.cl_l,calibration.WTCalibrationSpec,0.02,Cl_l RHS residual scale,fmol Cl s^-1,"rhs/scale",DIMENSIONALLY_CERTIFIED,numerical conditioning only,NEW_MODELING_DECISION,
Q009,numerical_scale,independent_rhs_scale.tic_l,calibration.WTCalibrationSpec,0.02,TIC_l RHS residual scale,fmol carbon s^-1,"rhs/scale",DIMENSIONALLY_CERTIFIED,numerical conditioning only,NEW_MODELING_DECISION,
Q010,numerical_scale,independent_rhs_scale.volume_l,calibration.WTCalibrationSpec,1e-4,lumen-volume RHS residual scale,pL s^-1,"rhs/scale",DIMENSIONALLY_CERTIFIED,numerical conditioning only,NEW_MODELING_DECISION,
Q011,numerical_scale,regulatory_rhs_scales_s_inv,calibration.WTCalibrationSpec,explicit tuple required for dynamic family,one numerical scale per regulatory RHS,s^-1,"regulatory_rhs_s^-1/scale_s^-1",DIMENSIONALLY_CERTIFIED,no default kinetics inferred,NEW_MODELING_DECISION,conditioning scales are not measured regulatory rates
Q012,numerical_scale,dimensionless_root_jacobian,calibration._branch_from_fit,bound-span scaled,numerical Jacobian for SVD/rank,dimensionless,"J_physical*diag(upper-lower)",UNIT_INVARIANT_NUMERICAL_RANK,relative threshold remains numerical,DERIVED_CONSTRAINT,rank cannot change when mM is relabelled M
P077,parameter,calibration.wt_cl_target_mM,calibration.WTCalibrationSpec,50.10,WT resting chloride target,mM,,DIMENSIONALLY_CERTIFIED,source-linked calibration target,PRIMARY_MEASUREMENT,no null data
P078,parameter,calibration.wt_cl_sem_mM,calibration.WTCalibrationSpec,1.50,WT resting chloride SEM,mM,,DIMENSIONALLY_CERTIFIED,source-linked reported uncertainty,PRIMARY_MEASUREMENT,
P079,parameter,calibration.wt_ph_target,calibration.WTCalibrationSpec,6.91,WT resting pH target,dimensionless p-scale,,DIMENSIONALLY_CERTIFIED,source-linked calibration target,PRIMARY_MEASUREMENT,
P080,parameter,calibration.wt_ph_sem,calibration.WTCalibrationSpec,0.07,WT resting pH SEM,dimensionless p-scale difference,,DIMENSIONALLY_CERTIFIED,source-linked reported uncertainty,PRIMARY_MEASUREMENT,
P081,parameter,calibration.volume_lineage_target_pL,calibration.WTCalibrationSpec,1.30,historical-lineage cell-volume target,pL,,DIMENSIONALLY_CERTIFIED,not primary uncertainty,PUBLISHED_MODEL,
P082,parameter,calibration.mean_voltage_lineage_target_mV,calibration.WTCalibrationSpec,-56.0,historical-lineage mean membrane-potential target,mV,"500*(V_a+V_b) converts mean V to mV",EXACT_CONVERSION,historical target not primary,PUBLISHED_MODEL,
P083,parameter,calibration.resting_calcium_uM,calibration.WTCalibrationSpec,0.058,resting calcium input,uM,,DIMENSIONALLY_CERTIFIED,historical/source-context value not frozen,PUBLISHED_MODEL,
P084,numerical_tolerance,calibration.root_scaled_tolerance,calibration.WTCalibrationSpec,1e-7,dimensionless scaled-root tolerance,dimensionless,"max(abs(scaled residual))",DIMENSIONALLY_CERTIFIED,numerical gate,NEW_MODELING_DECISION,
P085,numerical_tolerance,calibration.omitted_row_raw_tolerance,calibration.WTCalibrationSpec,1e-9,dependent alkalinity-row tolerance,fmol charge equivalents s^-1,,DIMENSIONALLY_CERTIFIED,numerical gate,NEW_MODELING_DECISION,both omitted rows share this unit
P086,numerical_tolerance,calibration.charge_tolerance_fmol,calibration.WTCalibrationSpec,1e-9,bulk-charge state tolerance,fmol charge equivalents,,DIMENSIONALLY_CERTIFIED,numerical gate,NEW_MODELING_DECISION,
P087,numerical_tolerance,calibration.current_tolerance_A,calibration.WTCalibrationSpec,1e-18,current-closure tolerance,A,,DIMENSIONALLY_CERTIFIED,numerical gate,NEW_MODELING_DECISION,
P088,numerical_tolerance,calibration.boundary_relative_tolerance,calibration.WTCalibrationSpec,1e-5,bound-distance tolerance,dimensionless fraction,"distance/(upper-lower)",DIMENSIONALLY_CERTIFIED,numerical gate,NEW_MODELING_DECISION,
P089,numerical_tolerance,calibration.cluster_relative_tolerance,calibration.WTCalibrationSpec,2e-5,branch-clustering coordinate tolerance,dimensionless bound-span fraction,,DIMENSIONALLY_CERTIFIED,numerical choice,NEW_MODELING_DECISION,
P090,numerical_tolerance,calibration.jacobian_rank_relative_tolerance,calibration.WTCalibrationSpec,1e-8,dimensionless-Jacobian relative singular threshold,dimensionless,,DIMENSIONALLY_CERTIFIED,numerical rank choice,NEW_MODELING_DECISION,
P091,parameter,protocol.onset_s,validation.SecretagogueProtocol,0.0,stimulus onset,s,,DIMENSIONALLY_PHYSICAL,onset convention not kinetic evidence,NEW_MODELING_DECISION,exact t=0 returns resting input and t>0 right limit stimulates
P092,parameter,protocol.duration_s,validation.SecretagogueProtocol,600.0,stimulus duration,s,"10 min*60 s/min",CERTIFIED_PROTOCOL_DURATION,source protocol,PRIMARY_MEASUREMENT,
P093,parameter,protocol.cch_dose_uM,validation.SecretagogueProtocol,0.3,carbachol bath dose,uM,,DIMENSIONALLY_CERTIFIED,source protocol,PRIMARY_MEASUREMENT,not intracellular calcium
P094,parameter,protocol.ipr_dose_uM,validation.SecretagogueProtocol,5.0,isoproterenol bath dose,uM,,DIMENSIONALLY_CERTIFIED,source protocol,PRIMARY_MEASUREMENT,not beta occupancy
P095,parameter,protocol.resting_calcium_uM,validation.SecretagogueProtocol,0.05,resting intracellular calcium sensitivity,uM,,DIMENSIONALLY_CERTIFIED,historical sensitivity,HISTORICAL_IMPLEMENTATION,no dose-to-Ca measurement map
P096,parameter,protocol.stimulated_calcium_uM,validation.SecretagogueProtocol,0.55,stimulated intracellular calcium sensitivity,uM,,DIMENSIONALLY_CERTIFIED,historical sensitivity,HISTORICAL_IMPLEMENTATION,no dose-to-Ca measurement map
P097,parameter,protocol.beta_occupancy_on,validation.SecretagogueProtocol,1.0,normalized beta-input amplitude,dimensionless fraction,,DIMENSIONALLY_CERTIFIED,unmeasured input normalization,NEW_MODELING_DECISION,not cAMP concentration or receptor occupancy measurement
P098,numerical_tolerance,solver.rtol,validation.SolverSpecification,1e-7 production,relative integration tolerance,dimensionless,,DIMENSIONALLY_CERTIFIED,numerical choice,NEW_MODELING_DECISION,
P099,numerical_tolerance,solver.amount_atol_fmol,validation.SolverSpecification,1e-10 production,absolute tolerance for amount states,fmol native coordinate,,DIMENSIONALLY_CERTIFIED,numerical choice,NEW_MODELING_DECISION,
P100,numerical_tolerance,solver.volume_atol_pL,validation.SolverSpecification,1e-12 production,absolute tolerance for volume states,pL native coordinate,,DIMENSIONALLY_CERTIFIED,numerical choice,NEW_MODELING_DECISION,
P101,numerical_tolerance,solver.regulatory_atol_fraction,validation.SolverSpecification,1e-10 production,absolute tolerance for regulatory fractions,dimensionless fraction,,DIMENSIONALLY_CERTIFIED,numerical choice,NEW_MODELING_DECISION,
P102,numerical_tolerance,solver.max_step_s,validation.SolverSpecification,2.0 production,maximum integrator step,s,,DIMENSIONALLY_CERTIFIED,numerical choice,NEW_MODELING_DECISION,
P103,parameter,wt_flow.lower_uL_min,validation.WTFlowEnvelope,9.0,WT whole-gland flow-envelope lower value,uL min^-1,,DIMENSIONALLY_CERTIFIED,graphical approximation,PRIMARY_MEASUREMENT,WT-only scale calibration
P104,parameter,wt_flow.upper_uL_min,validation.WTFlowEnvelope,10.0,WT whole-gland flow-envelope upper value,uL min^-1,,DIMENSIONALLY_CERTIFIED,graphical approximation,PRIMARY_MEASUREMENT,WT-only scale calibration
P105,parameter,wt_flow.scale_target_uL_min,validation.WTFlowEnvelope,9.5,chosen WT whole-gland scaling statistic,uL min^-1,,DIMENSIONALLY_CERTIFIED,mid-envelope modeling choice,NEW_MODELING_DECISION,not a new measurement
X011,scaling,FlowScale.multiplier_uL_min_per_pL_s,validation.FlowScale,fitted from WT mean,local-flow to whole-gland-flow multiplier,(uL min^-1)/(pL s^-1),"target_WT_uL_min/model_mean_pL_s",DIMENSIONALLY_CERTIFIED,WT-fitted nuisance,NEW_MODELING_DECISION,do not interpret without effective cell count
X012,scaling,FlowScale.effective_cell_count,validation.FlowScale,derived,implied number of equal-flow modeled cells,dimensionless count,"multiplier/(60/1e6)",EXACT_CONVERSION,biological plausibility gate required,DERIVED_CONSTRAINT,1 pL/s per cell = 6e-5 uL/min per cell
X013,numerical,dual_method_solver_check,validation.solver_comparison,Radau versus BDF,two stiff algorithms in one SciPy implementation,dimensionless relative comparisons plus named native-unit differences,,SCOPED_NUMERICAL_CHECK,not independent implementation,NEW_MODELING_DECISION,does not satisfy Agent I alone
X014,numerical,conservation_gate,run_analysis.run_pre_reveal_wt_suite,per-key tolerances,unit-aware conservation acceptance,dimensionless maximum ratio,"max_k(abs(residual_k)/tolerance_k)",DIMENSIONALLY_CERTIFIED,per-key native-unit thresholds,NEW_MODELING_DECISION,no mixed-unit raw maximum
S013,state,R1.ae4_effective_activation_fraction,camp_pka.R1EffectiveActivation,0 at beta-free equilibrium,effective aggregate beta/cAMP/PKA/AE4 activation,dimensionless fraction,"0<=x<=1; dx/dt=(beta-x)/tau_activation",DIMENSIONALLY_CERTIFIED,kinetic interpretation and time constant unmeasured,NEW_MODELING_DECISION,alternative-family state; not simultaneous with R2/R3 states
S014,state,R2.camp_effective_fraction,camp_pka.R2CampActivation,0 at beta-free equilibrium,normalized effective adenylate-cyclase/cAMP coordinate,dimensionless fraction,"0<=c<=1; dc/dt=(beta-c)/tau_camp",DIMENSIONALLY_CERTIFIED,not a measured cAMP concentration,NEW_MODELING_DECISION,never label as molar cAMP
S015,state,R2.ae4_activation_fraction,camp_pka.R2CampActivation,0 at beta-free equilibrium,downstream effective AE4 regulatory activation,dimensionless fraction,"0<=x<=1; dx/dt=(c-x)/tau_activation",DIMENSIONALLY_CERTIFIED,acute state trajectory unmeasured,NEW_MODELING_DECISION,alternative-family state
S016,state,R3.pka_effective_activity_fraction,camp_pka.R3PkaRegulatedFraction,0 at beta-free equilibrium,normalized effective PKA activity,dimensionless fraction,"0<=p<=1; dp/dt=(beta-p)/tau_pka",DIMENSIONALLY_CERTIFIED,not a measured PKA activity concentration or assay unit,NEW_MODELING_DECISION,alternative-family state
S017,state,R3.ae4_regulated_fraction,camp_pka.R3PkaRegulatedFraction,0 at beta-free equilibrium,phosphorylation/dephosphorylation-like AE4 regulated fraction,dimensionless fraction,"0<=q<=1",DIMENSIONALLY_CERTIFIED,direct S173 phosphorylation not demonstrated,NEW_MODELING_DECISION,label is mechanism-like not measured phosphorylation occupancy
P106,parameter,RegulatoryGain.basal_capacity_multiplier,camp_pka.RegulatoryGain,1.0,AE4 common-capacity multiplier at zero regulatory activity,dimensionless multiplier,,DIMENSIONALLY_CERTIFIED,normalization not an independently measured basal capacity,NEW_MODELING_DECISION,multiplies AE4 capacity and cannot move thermodynamic reversal
P107,parameter,RegulatoryGain.fully_activated_increment,camp_pka.RegulatoryGain,0.25,increment above basal at unit activity before coupling/construct scaling,dimensionless multiplier increment,"capacity=basal+increment*coupling*construct_scale*activity",DIMENSIONALLY_CERTIFIED,approximate 2021 prose sensitivity; not an exact fit target,PRIMARY_MEASUREMENT,0.70 visual reading retained separately as sensitivity
P108,parameter,RegulatoryGain.coupling_scale,camp_pka.RegulatoryGain,1.0,dimensionless strength of the PKA-dependent AE4 capacity coupling,dimensionless multiplier,,DIMENSIONALLY_CERTIFIED,normalization/unmeasured coupling,NEW_MODELING_DECISION,zero is qualitative pathway-dependence control not quantitative H89 pharmacology
P109,parameter,CONSTRUCT_RESPONSE_SCALE,camp_pka module mapping,"WT=1; S173A=0; S273A=1",construct-level regulatory increment scale,dimensionless multiplier,"increment multiplied by construct scale",QUALITATIVE_SOURCE_ENCODING,no quantitative mutant gain inferred,DERIVED_CONSTRAINT,encodes S173 dependence without claiming direct S173 phosphorylation
P110,parameter,R1.tau_activation_s,camp_pka.R1EffectiveActivation,30.0,effective aggregate activation/deactivation time constant,s,"dx/dt=(beta-x)/tau",DIMENSIONALLY_CERTIFIED,unmeasured kinetic sensitivity,NEW_MODELING_DECISION,2021 endpoint evidence does not identify 30 s
P111,parameter,R2.tau_camp_s,camp_pka.R2CampActivation,10.0,effective adenylate-cyclase/cAMP time constant,s,"dc/dt=(beta-c)/tau_camp",DIMENSIONALLY_CERTIFIED,unmeasured kinetic sensitivity,NEW_MODELING_DECISION,not a measured cAMP time course
P112,parameter,R2.tau_activation_s,camp_pka.R2CampActivation,30.0,downstream AE4 activation/deactivation time constant,s,"dx/dt=(c-x)/tau_activation",DIMENSIONALLY_CERTIFIED,unmeasured kinetic sensitivity,NEW_MODELING_DECISION,not calibrated from AE4-null secretion
P113,parameter,R3.tau_pka_s,camp_pka.R3PkaRegulatedFraction,10.0,effective PKA activation/deactivation time constant,s,"dp/dt=(beta-p)/tau_pka",DIMENSIONALLY_CERTIFIED,unmeasured kinetic sensitivity,NEW_MODELING_DECISION,not a measured PKA trace
P114,parameter,R3.forward_regulation_rate_s,camp_pka.R3PkaRegulatedFraction,0.0333333333333,forward regulation-like rate constant,s^-1,"forward term=k_f*p*(1-q)",DIMENSIONALLY_CERTIFIED,unmeasured kinetic sensitivity,NEW_MODELING_DECISION,field suffix is historical API naming; numerical unit is inverse seconds
P115,parameter,R3.reverse_regulation_rate_s,camp_pka.R3PkaRegulatedFraction,0.0333333333333,reverse regulation-like rate constant,s^-1,"reverse term=k_r*(1-p)*q",DIMENSIONALLY_CERTIFIED,unmeasured kinetic sensitivity,NEW_MODELING_DECISION,not a dephosphorylation measurement
P116,numerical_tolerance,INTEGRATION_TRIAL_TOLERANCE,camp_pka module constant,1e-4,implicit-solver internal trial-state band outside fraction invariant interval,dimensionless fraction,,DIMENSIONALLY_CERTIFIED,numerical guard only,NEW_MODELING_DECISION,applies only to state RHS/output evaluation; beta inputs parameters and analytic equilibria retain exact [0 1] validation
P117,sensitivity,P21_GAIN_SENSITIVITIES,camp_pka module registry,"0.25 and 0.70",alternative approximate readings of activated AE4 increment,dimensionless multiplier increment,,DIMENSIONALLY_CERTIFIED,sensitivity range not point calibration,PRIMARY_MEASUREMENT,internal prose/figure discrepancy preserved rather than averaged
O020,observable,RegulatoryOutput.activity,camp_pka.RegulatoryOutput,,family-specific AE4-regulatory activity,dimensionless fraction,"R0=beta; R1=x; R2=x; R3=q",DIMENSIONALLY_CERTIFIED,state/model dependent,DERIVED_CONSTRAINT,"bounded in [0,1]"
O021,observable,RegulatoryOutput.capacity_multiplier,camp_pka.RegulatoryOutput,,common multiplier consumed by AE4 transport module,dimensionless multiplier,"basal+increment*coupling*construct_scale*activity",DIMENSIONALLY_CERTIFIED,gain magnitude sensitivity only,DERIVED_CONSTRAINT,scales all AE4 cycle fluxes without changing reversal
O022,observable,RegulatoryOutput.construct,camp_pka.RegulatoryOutput,"WT/S173A/S273A",construct discriminator,categorical label,,NOT_NUMERIC_DIMENSION,qualitative 2021 constraint,DERIVED_CONSTRAINT,no wild-type physiological timing inferred from mutant assay
O023,observable,RegulatoryOutput.family,camp_pka.RegulatoryOutput,"R0/R1/R2/R3",nested regulatory-family identifier,categorical label,,NOT_NUMERIC_DIMENSION,exact model label,DERIVED_CONSTRAINT,
O024,observable,RegulatoryOutput.coupling_hypothesis,camp_pka.RegulatoryOutput,COMMON_AE4_CAPACITY_ONLY,retained coupling-class declaration,categorical label,,NOT_NUMERIC_DIMENSION,source-consistent working hypothesis,NEW_MODELING_DECISION,R4 transition-specific coupling rejected as unsupported freedom
O025,observable,RegulatoryOutput.kinetic_evidence_status,camp_pka.RegulatoryOutput,UNMEASURED_ACUTE_KINETICS,explicit acute-kinetic certification status,categorical label,,NOT_NUMERIC_DIMENSION,evidence audit result,DERIVED_CONSTRAINT,must remain unmeasured until independent acute trace exists
D021,derivative,R1.dx_dt,camp_pka.R1EffectiveActivation.rhs,,effective activation fraction rate,s^-1,"(beta-x)/tau_activation_s",DIMENSIONALLY_CLOSED,default tau unmeasured,DERIVED_CONSTRAINT,vector field points inward at x=0 and x=1
D022,derivative,R2.dcamp_dt,camp_pka.R2CampActivation.rhs,,effective cAMP fraction rate,s^-1,"(beta-c)/tau_camp_s",DIMENSIONALLY_CLOSED,default tau unmeasured,DERIVED_CONSTRAINT,not molar cAMP per second
D023,derivative,R2.dactivation_dt,camp_pka.R2CampActivation.rhs,,downstream AE4 activation fraction rate,s^-1,"(c-x)/tau_activation_s",DIMENSIONALLY_CLOSED,default tau unmeasured,DERIVED_CONSTRAINT,
D024,derivative,R3.dpka_dt,camp_pka.R3PkaRegulatedFraction.rhs,,effective PKA activity fraction rate,s^-1,"(beta-p)/tau_pka_s",DIMENSIONALLY_CLOSED,default tau unmeasured,DERIVED_CONSTRAINT,not a biochemical activity-unit rate
D025,derivative,R3.dregulated_dt,camp_pka.R3PkaRegulatedFraction.rhs,,AE4 regulated-fraction rate,s^-1,"k_f*p*(1-q)-k_r*(1-p)*q",DIMENSIONALLY_CLOSED,forward/reverse rates unmeasured,DERIVED_CONSTRAINT,direct phosphorylation is not asserted
R024,rate,R0.instantaneous_activity,camp_pka.R0Static.evaluate,beta input,static negative-control activity map,dimensionless fraction,"activity=beta_input",NO_DYNAMIC_RATE,no acute time scale,NEW_MODELING_DECISION,R0 cannot satisfy mandatory dynamic-regulation requirement by itself
R025,rate,R1.equilibrium,camp_pka.R1EffectiveActivation.equilibrium,x=beta,constant-input steady regulatory state,dimensionless fraction,"rhs=0 when x=beta",EXACT_STEADY_STATE,kinetic path unmeasured,DERIVED_CONSTRAINT,
R026,rate,R2.equilibrium,camp_pka.R2CampActivation.equilibrium,"c=beta; x=beta",constant-input steady regulatory state,dimensionless fractions,"both RHS rows zero",EXACT_STEADY_STATE,kinetic path unmeasured,DERIVED_CONSTRAINT,
R027,rate,R3.equilibrium,camp_pka.R3PkaRegulatedFraction.equilibrium,"p=beta; q=k_f*p/(k_f*p+k_r*(1-p))",constant-input steady regulatory state,dimensionless fractions,,EXACT_STEADY_STATE,kinetic path and rate ratio unmeasured,DERIVED_CONSTRAINT,denominator positive for positive k_f and k_r
R028,rate,R2_R3_symmetric_equivalence,camp_pka default families,"tau_camp=tau_pka=10 s; k_f=k_r=1/30 s^-1",dynamic isomorphism under symmetric forward/reverse rates,dimensionless equation identity,"k[p(1-q)-(1-p)q]=k(p-q)",EXACT_MODEL_DEDUCTION,does not identify either family,DERIVED_CONSTRAINT,available endpoint data cannot discriminate the nested defaults
R029,rate,regulatory_fraction_invariance,camp_pka R1-R3,,positivity and upper-bound invariant set,dimensionless boundary sign,"at fraction=0 derivative>=0; at fraction=1 derivative<=0",EXACT_MODEL_DEDUCTION,all positive parameter choices,DERIVED_CONSTRAINT,implicit-solver trial guard does not replace this analytic property
X015,model_selection,R4_state_specific_AE4_modulation,camp_pka.R4_REJECTION,rejected,transition-specific regulatory coupling,categorical decision,,REJECTED_UNSUPPORTED_FREEDOM,2021 does not identify a selected AE4 transition,DERIVED_CONSTRAINT,common-capacity hypothesis retained for falsifiable nested comparison
X016,time,acute_regulatory_time_certification,Peña-Münzenmayer 2021 audit,absent,independent evidence for cAMP/PKA/AE4 onset or deactivation time,s or s^-1,,NOT_IDENTIFIED,no acute cAMP PKA or AE4-state trace reported,PRIMARY_MEASUREMENT,all R1-R3 default seconds/rates remain sensitivity assumptions
X017,evidence,regulatory_gain_certification,Peña-Münzenmayer 2021 audit,approximate 0.25 versus visual 0.70,activated AE4 capacity increment,dimensionless multiplier increment,,SENSITIVITY_NOT_POINT_TARGET,prose/figure readings retained separately,PRIMARY_MEASUREMENT,do not average or use AE4-null secretion to choose the gain
D026,diagnostic,RootAttempt.max_abs_amount_rhs_fmol_s,calibration.RootAttempt,,maximum absolute retained amount-source row,fmol particles or carbon s^-1,"max over Na K Cl TIC amount rows only",NATIVE_UNIT_DEBUG_SUMMARY,not a cross-unit norm,NEW_MODELING_DECISION,reported separately from volume regulator and equivalent rows
D027,diagnostic,RootAttempt.max_abs_volume_rhs_pL_s,calibration.RootAttempt,,maximum absolute retained volume-source row,pL s^-1,"max over cell and lumen volume rows only",NATIVE_UNIT_DEBUG_SUMMARY,not a cross-unit norm,NEW_MODELING_DECISION,reported separately from amount regulator and equivalent rows
D028,diagnostic,RootAttempt.max_abs_regulatory_rhs_s_inv,calibration.RootAttempt,,maximum absolute regulatory fraction-source row,s^-1,"max over regulatory suffix rows; zero for R0",NATIVE_UNIT_DEBUG_SUMMARY,not a cross-unit norm,NEW_MODELING_DECISION,acceptance uses dimensionless scaled residuals
